,Fixed_Acidity,Volatile_Acidity,Citric Acid,Sugar,Chlorides,Fixed_Sulfur_dioxide,Total_Sulfur_dioxide,Density,pH,Sulphates,Alcohol,Color,Quality,,,,,,,,
256,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,White,5,,,,,,,,
257,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,White,7,,,,,,,,
258,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,White,6,,,,,,,,
259,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,White,5,,,,,,,,
260,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,White,5,,,,,,,,
261,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,White,6,,,,,,,,
262,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,White,7,,,,,,,,
263,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,White,6,,,,,,,,
264,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,White,7,,,,,,,,
265,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,White,8,,,,,,,,
266,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,White,7,,,,,,,,
267,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,White,6,,,,,,,,
268,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,White,5,,,,,,,,
269,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,White,7,,,,,,,,
270,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,White,5,,,,,,,,
271,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,White,7,,,,,,,,
272,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,White,8,,,,,,,,
273,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,White,8,,,,,,,,
274,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,White,6,,,,,,,,
275,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,White,6,,,,,,,,
276,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,White,6,,,,,,,,
277,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,White,6,,,,,,,,
278,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,White,6,,,,,,,,
279,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,White,7,,,,,,,,
280,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,White,7,,,,,,,,
281,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,White,6,,,,,,,,
282,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,White,7,,,,,,,,
283,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,White,6,,,,,,,,
284,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,White,7,,,,,,,,
285,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,White,6,,,,,,,,
286,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,White,6,,,,,,,,
287,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,White,6,,,,,,,,
288,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,White,6,,,,,,,,
289,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,White,7,,,,,,,,
290,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,White,4,,,,,,,,
291,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,White,6,,,,,,,,
292,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,White,6,,,,,,,,
293,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,White,7,,,,,,,,
294,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,White,7,,,,,,,,
295,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,White,7,,,,,,,,
296,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,White,7,,,,,,,,
297,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,White,5,,,,,,,,
298,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,White,6,,,,,,,,
299,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,White,6,,,,,,,,
300,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,White,6,,,,,,,,
301,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,White,5,,,,,,,,
302,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,White,6,,,,,,,,
303,5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,White,6,,,,,,,,
304,5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,White,5,,,,,,,,
305,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,White,6,,,,,,,,
306,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,Red,4,,,,,,,,
307,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,Red,6,,,,,,,,
308,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,White,5,,,,,,,,
309,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,White,5,,,,,,,,
310,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,White,6,,,,,,,,
311,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,White,6,,,,,,,,
312,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,White,6,,,,,,,,
313,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,White,5,,,,,,,,
314,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,White,5,,,,,,,,
315,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,White,7,,,,,,,,
316,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,White,6,,,,,,,,
317,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,White,5,,,,,,,,
318,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,White,6,,,,,,,,
319,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,White,6,,,,,,,,
320,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,White,5,,,,,,,,
321,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,White,6,,,,,,,,
322,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,White,6,,,,,,,,
323,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,White,7,,,,,,,,
324,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,White,6,,,,,,,,
325,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,White,5,,,,,,,,
326,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,White,6,,,,,,,,
327,5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,White,6,,,,,,,,
328,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,White,5,,,,,,,,
329,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,White,6,,,,,,,,
330,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,White,5,,,,,,,,
331,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,White,5,,,,,,,,
332,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,White,5,,,,,,,,
333,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,White,7,,,,,,,,
334,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,White,6,,,,,,,,
335,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,White,6,,,,,,,,
336,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,White,6,,,,,,,,
337,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,White,6,,,,,,,,
338,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,White,6,,,,,,,,
339,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,White,6,,,,,,,,
340,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,White,6,,,,,,,,
341,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,White,5,,,,,,,,
342,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,White,6,,,,,,,,
343,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,White,6,,,,,,,,
344,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,White,6,,,,,,,,
345,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,White,7,,,,,,,,
346,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,White,6,,,,,,,,
347,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,White,6,,,,,,,,
348,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,White,6,,,,,,,,
349,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,White,6,,,,,,,,
350,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,White,8,,,,,,,,
351,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,White,7,,,,,,,,
352,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,White,7,,,,,,,,
353,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,White,6,,,,,,,,
354,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,White,5,,,,,,,,
355,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,White,6,,,,,,,,
356,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,White,6,,,,,,,,
357,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,White,6,,,,,,,,
358,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,White,6,,,,,,,,
359,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,White,7,,,,,,,,
360,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,White,6,,,,,,,,
361,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,White,7,,,,,,,,
362,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,White,6,,,,,,,,
363,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,White,6,,,,,,,,
364,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White,6,,,,,,,,
365,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White,6,,,,,,,,
366,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White,6,,,,,,,,
367,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White,6,,,,,,,,
368,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White,6,,,,,,,,
369,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,White,5,,,,,,,,
370,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,White,5,,,,,,,,
371,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,White,5,,,,,,,,
372,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,White,6,,,,,,,,
373,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,White,6,,,,,,,,
374,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,White,5,,,,,,,,
375,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,White,5,,,,,,,,
376,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,White,5,,,,,,,,
377,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,White,6,,,,,,,,
378,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,White,6,,,,,,,,
379,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,White,6,,,,,,,,
380,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,White,7,,,,,,,,
381,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,White,6,,,,,,,,
382,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,White,7,,,,,,,,
383,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,White,7,,,,,,,,
384,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,White,5,,,,,,,,
385,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,White,7,,,,,,,,
386,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,White,6,,,,,,,,
387,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,White,6,,,,,,,,
388,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,White,6,,,,,,,,
389,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,White,6,,,,,,,,
390,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,White,6,,,,,,,,
391,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,White,6,,,,,,,,
392,5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,White,6,,,,,,,,
393,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,White,6,,,,,,,,
394,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,White,6,,,,,,,,
395,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,White,6,,,,,,,,
396,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,Red,5,,,,,,,,
397,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,Red,6,,,,,,,,
398,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,Red,6,,,,,,,,
399,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,Red,6,,,,,,,,
400,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,White,5,,,,,,,,
401,5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,White,4,,,,,,,,
402,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,White,5,,,,,,,,
403,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,White,5,,,,,,,,
404,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,White,7,,,,,,,,
405,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,White,3,,,,,,,,
406,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,White,6,,,,,,,,
407,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,White,4,,,,,,,,
408,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,White,5,,,,,,,,
409,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,White,5,,,,,,,,
410,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,White,6,,,,,,,,
411,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,White,6,,,,,,,,
412,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,White,7,,,,,,,,
413,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,White,5,,,,,,,,
414,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,White,5,,,,,,,,
415,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,White,6,,,,,,,,
416,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,White,6,,,,,,,,
417,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,White,5,,,,,,,,
418,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,White,7,,,,,,,,
419,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,White,7,,,,,,,,
420,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,White,6,,,,,,,,
421,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,White,5,,,,,,,,
422,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,White,7,,,,,,,,
423,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,White,7,,,,,,,,
424,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,White,7,,,,,,,,
425,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,White,5,,,,,,,,
426,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,White,6,,,,,,,,
427,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,White,6,,,,,,,,
428,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,White,7,,,,,,,,
429,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,White,5,,,,,,,,
430,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,White,6,,,,,,,,
431,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,White,7,,,,,,,,
432,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,White,5,,,,,,,,
433,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,White,6,,,,,,,,
434,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,White,5,,,,,,,,
435,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,White,5,,,,,,,,
436,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,White,6,,,,,,,,
437,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,White,7,,,,,,,,
438,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,White,5,,,,,,,,
439,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,White,5,,,,,,,,
440,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,White,8,,,,,,,,
441,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,White,8,,,,,,,,
442,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,White,8,,,,,,,,
443,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,White,6,,,,,,,,
444,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,White,7,,,,,,,,
445,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,White,7,,,,,,,,
446,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,White,7,,,,,,,,
447,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,White,5,,,,,,,,
448,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,White,8,,,,,,,,
449,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,White,5,,,,,,,,
450,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,White,6,,,,,,,,
451,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,White,6,,,,,,,,
452,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,White,7,,,,,,,,
453,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,White,7,,,,,,,,
454,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,White,6,,,,,,,,
455,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,White,6,,,,,,,,
456,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,White,7,,,,,,,,
457,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,White,5,,,,,,,,
458,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,White,5,,,,,,,,
459,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,White,7,,,,,,,,
460,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,White,6,,,,,,,,
461,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,White,7,,,,,,,,
462,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,White,6,,,,,,,,
463,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,White,7,,,,,,,,
464,5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,White,6,,,,,,,,
465,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,White,6,,,,,,,,
466,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,White,6,,,,,,,,
467,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,White,5,,,,,,,,
468,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,White,7,,,,,,,,
469,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,White,5,,,,,,,,
470,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,White,6,,,,,,,,
471,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,White,7,,,,,,,,
472,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,White,7,,,,,,,,
473,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,White,6,,,,,,,,
474,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,White,7,,,,,,,,
475,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,White,8,,,,,,,,
476,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,White,8,,,,,,,,
477,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,White,6,,,,,,,,
478,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,White,6,,,,,,,,
479,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,White,7,,,,,,,,
480,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,White,7,,,,,,,,
481,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,White,7,,,,,,,,
482,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,White,6,,,,,,,,
483,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,White,5,,,,,,,,`
484,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,White,6,,,,,,,,
485,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,White,6,,,,,,,,
486,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,White,6,,,,,,,,
487,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,White,7,,,,,,,,
488,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,White,7,,,,,,,,
489,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,White,4,,,,,,,,
490,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,White,5,,,,,,,,
491,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,White,6,,,,,,,,
492,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,White,7,,,,,,,,
493,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,White,4,,,,,,,,
494,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,White,6,,,,,,,,
495,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,White,5,,,,,,,,
496,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,White,6,,,,,,,,
497,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,White,6,,,,,,,,
498,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,White,6,,,,,,,,
499,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,White,6,,,,,,,,
500,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,White,6,,,,,,,,
501,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,White,5,,,,,,,,
502,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,White,5,,,,,,,,
503,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,White,6,,,,,,,,
504,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,White,6,,,,,,,,
505,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,White,5,,,,,,,,
506,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,White,5,,,,,,,,
507,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,White,6,,,,,,,,
508,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,White,6,,,,,,,,
509,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,White,7,,,,,,,,
